,Unnamed: 0,# of trees,feature,%,std,median,mean,depth,node #,# samples (mean),# samples (median)
0,0,500,Temperature,100.0,1.12174487643,21.121484375,20.547307312,0,0,659.532,659.0
1,1,449,Nitrate,89.8,0.230841167827,7.70866441727,7.7429776967,1,1,342.166666667,372.5
2,2,45,Temperature,9.0,0.38708547804,14.460168457,14.3670138889,1,1,342.166666667,372.5
3,3,6,Salinity,1.2,1.58436218339,32.1671524048,33.1898536682,1,1,342.166666667,372.5
4,4,229,Salinity,45.8,0.49666753736,35.8095626831,36.0872373289,1,2,249.234375,249.0
5,5,207,Temperature,41.4,1.5429182248,23.3181396484,23.6101508541,1,2,249.234375,249.0
6,6,64,Nitrate,12.8,0.194927519598,0.0448506809771,0.159893063974,1,2,249.234375,249.0
7,8,49,Temperature,9.8,1.77143460949,5.77776489258,6.0620753697,2,3,237.605263158,223.5
8,9,38,Nitrate,7.6,0.501029797492,7.51849317551,7.61035239069,2,3,237.605263158,223.5
9,7,413,Salinity,82.6,1.6437452901,34.0942001343,34.1881492698,2,3,237.605263158,223.5
10,10,263,Temperature,52.6,1.08744123043,12.9450927734,13.6023941794,2,4,199.142857143,180.0
11,11,216,Salinity,43.2,0.884291808327,33.8787498474,34.0801358046,2,4,199.142857143,180.0
12,12,21,Nitrate,4.2,2.71916856316,9.03385353088,7.59547425807,2,4,199.142857143,180.0
13,13,253,Salinity,50.6,0.808746995789,36.357963562,36.0508710688,2,5,156.867647059,160.5
14,14,179,Nitrate,35.8,1.37633753698,0.109772548079,0.770545006061,2,5,156.867647059,160.5
15,15,68,Temperature,13.6,3.47549847999,24.0010009766,24.4330733355,2,5,156.867647059,160.5
16,18,77,Nitrate,15.4,0.611104029083,0.0691549479961,0.291423071478,2,6,136.857142857,187.0
17,16,291,Salinity,58.2,0.558753958983,36.446647644,36.1703768334,2,6,136.857142857,187.0
18,17,132,Temperature,26.4,2.30907566768,23.8742919922,25.1102890477,2,6,136.857142857,187.0
19,20,158,Salinity,31.6,8.09103035929,20.9938087463,22.9233008276,3,7,81.6,69.0
20,21,85,Temperature,17.0,3.74897886326,5.77776489258,7.02594640395,3,7,81.6,69.0
21,19,257,Nitrate,51.4,2.11874702255,6.36974668503,5.90397584833,3,7,81.6,69.0
22,22,347,Temperature,69.4,3.10729429517,18.0007568359,16.8049015276,3,8,112.736842105,80.0
23,23,115,Salinity,23.0,0.837913071558,35.2260513306,34.7726375414,3,8,112.736842105,80.0
24,24,38,Nitrate,7.6,2.60564076559,1.60131025314,2.88393254343,3,8,112.736842105,80.0
25,25,395,Salinity,79.0,3.53238107138,33.8787498474,33.4258336804,3,9,83.4666666667,83.0
26,26,60,Temperature,12.0,5.96679827318,9.49263916016,7.32543741862,3,9,83.4666666667,83.0
27,27,45,Nitrate,9.0,6.59260758084,16.4371509552,14.6058797823,3,9,83.4666666667,83.0
28,30,98,Nitrate,19.6,2.2052419323,9.40163135529,8.99895306753,3,10,43.3367346939,4.0
29,28,212,Salinity,42.4,13.1311949406,34.4988555908,29.0206137963,3,10,43.3367346939,4.0
30,29,190,Temperature,38.0,2.41373340028,13.9591308594,14.5572472823,3,10,43.3367346939,4.0
31,33,117,Temperature,23.4,2.93456752943,23.8721557617,24.0948112292,3,11,84.8376068376,95.0
32,32,155,Salinity,31.0,5.51513350662,35.5637969971,34.6954703546,3,11,84.8376068376,95.0
33,31,228,Nitrate,45.6,1.58354299694,0.0839923545718,0.765140042003,3,11,84.8376068376,95.0
34,34,200,Nitrate,40.0,1.15127418273,0.137441307306,0.619904419386,3,12,44.1640625,15.0
35,35,172,Salinity,34.4,10.7735839083,36.0544109344,32.5616893103,3,12,44.1640625,15.0
36,36,128,Temperature,25.6,2.76883777222,23.3814941406,23.729024744,3,12,44.1640625,15.0
37,39,122,Temperature,24.4,2.19604106025,25.5538574219,25.2092696893,3,13,73.9508196721,76.0
38,37,212,Salinity,42.4,4.59387742036,36.363910675,35.4398770242,3,13,73.9508196721,76.0
39,38,166,Nitrate,33.2,1.0052870031,0.109772548079,0.544808846604,3,13,73.9508196721,76.0
40,41,140,Temperature,28.0,2.24101913515,23.3814941406,23.833341108,3,14,55.1926605505,13.0
41,42,109,Nitrate,21.8,0.928213325984,0.145098030567,0.470110120457,3,14,55.1926605505,13.0
42,40,251,Salinity,50.2,4.88383622709,36.4509010315,35.602442616,3,14,55.1926605505,13.0
43,44,127,Nitrate,25.4,2.41153349734,1.31066727638,2.32171201143,3,15,26.5689655172,10.0
44,45,116,Temperature,23.2,4.52814142723,10.7356201172,9.64533859779,3,15,26.5689655172,10.0
45,43,257,Salinity,51.4,11.9174520084,17.9797096252,17.2972906833,3,15,26.5689655172,10.0
46,46,238,Temperature,47.6,4.23733194994,6.41146240234,7.79231151933,4,16,41.5849056604,36.0
47,47,209,Salinity,41.8,6.81856757049,33.4238967896,31.7203713422,4,16,41.5849056604,36.0
48,48,53,Nitrate,10.6,4.06690016624,6.36974668503,4.76026945519,4,16,41.5849056604,36.0
49,49,355,Salinity,71.0,3.85665689942,35.2340011597,34.6038670741,4,17,59.7183098592,58.0
50,50,74,Temperature,14.8,4.58566247523,13.5805297852,11.8967591157,4,17,59.7183098592,58.0
51,51,71,Nitrate,14.2,3.91882791179,1.84836101532,4.23449671751,4,17,59.7183098592,58.0
52,52,200,Temperature,40.0,3.36708262944,16.1028991699,16.3486515808,4,18,57.5739130435,46.0
53,53,185,Salinity,37.0,11.6285833841,36.6397476196,32.1830347216,4,18,57.5739130435,46.0
54,54,115,Nitrate,23.0,2.5522853618,5.09785795212,4.68983475757,4,18,57.5739130435,46.0
55,57,106,Nitrate,21.2,6.4769348363,14.1372652054,13.8331889718,4,19,61.8113207547,66.0
56,56,111,Temperature,22.2,5.16162143253,6.57161865234,6.10441597603,4,19,61.8113207547,66.0
57,55,283,Salinity,56.6,8.03117332208,33.8618927002,31.5755785548,4,19,61.8113207547,66.0
58,58,179,Salinity,35.8,15.0563876658,33.8723907471,26.1802009124,4,20,66.7482517483,85.0
59,59,178,Nitrate,35.6,5.6146185809,9.15591907501,10.4577646508,4,20,66.7482517483,85.0
60,60,143,Temperature,28.6,4.57802847853,9.75734863281,8.59858765502,4,20,66.7482517483,85.0
61,61,357,Salinity,71.4,14.2398904514,-2.0,4.64255511928,4,21,77.5072463768,87.0
62,62,74,Nitrate,14.8,6.69402680318,9.02532577515,9.64008747902,4,21,77.5072463768,87.0
63,63,69,Temperature,13.8,4.99151277105,9.73784790039,9.03212315656,4,21,77.5072463768,87.0
64,64,332,Salinity,66.4,17.1578103302,-2.0,9.40519384591,4,22,13.2,3.0
65,65,93,Temperature,18.6,2.97337048401,15.3890625,14.8524666735,4,22,13.2,3.0
66,66,75,Nitrate,15.0,1.85053187685,9.40163135529,8.61059707269,4,22,13.2,3.0
67,69,113,Temperature,22.6,2.97832632934,22.3771911621,23.1655182695,4,23,49.1238938053,25.0
68,67,212,Nitrate,42.4,0.982189571524,0.0561452433467,0.394034262036,4,23,49.1238938053,25.0
69,68,175,Salinity,35.0,13.1591251742,34.9342956543,29.6858893858,4,23,49.1238938053,25.0
70,70,199,Salinity,39.8,16.8759813004,34.6109886169,24.5296047728,4,24,29.2946428571,11.5
71,71,189,Nitrate,37.8,1.22230735084,0.137088447809,0.528098414549,4,24,29.2946428571,11.5
72,72,112,Temperature,22.4,3.04218975107,23.1385131836,23.6546888624,4,24,29.2946428571,11.5
73,73,207,Salinity,41.4,17.705424312,35.1616592407,23.6440966049,4,25,31.9861111111,20.5
74,74,149,Nitrate,29.8,0.650933847878,0.152807414532,0.378370795555,4,25,31.9861111111,20.5
75,75,144,Temperature,28.8,2.82545440369,24.4223266602,24.6659069485,4,25,31.9861111111,20.5
76,78,111,Nitrate,22.2,1.3430401085,0.296318590641,1.02004918443,4,26,39.4054054054,20.0
77,76,234,Salinity,46.8,16.5784520962,35.5798301697,26.1192732265,4,26,39.4054054054,20.0
