,# of trees,feature,%,std,median,mean,depth,node #,# samples (mean),# samples (median)
0,500,WOA_TEMP_K,100.0,1.9545054924777516,17.417398071289085,17.36312127685549,0,0,643.098,643.0
1,404,Depth_GEBCO,80.80000000000001,37.36676030254627,-36.5,-64.25618811881188,1,1,272.3333333333333,276.0
2,53,WOA_TEMP_K,10.6,0.33583668100314135,14.450769042968773,14.514847895784222,1,1,272.3333333333333,276.0
3,34,WOA_Salinity,6.800000000000001,0.7545704919163612,32.167152404785156,32.29280314725988,1,1,272.3333333333333,276.0
4,9,SWrad,1.7999999999999998,0.121490478515625,292.72509765625,292.64410400390625,1,1,272.3333333333333,276.0
5,273,WOA_TEMP_K,54.6,1.5022173014322242,22.073510742187523,22.37384495997169,1,2,278.4594594594595,283.0
6,132,Depth_GEBCO,26.400000000000002,1724.434651428794,-2017.0,-2180.4166666666665,1,2,278.4594594594595,283.0
7,58,SWrad,11.600000000000001,6.195776891830063,295.5714416503906,293.68832660543507,1,2,278.4594594594595,283.0
8,37,WOA_Salinity,7.3999999999999995,0.5296829123225656,36.689849853515625,36.25886071694864,1,2,278.4594594594595,283.0
11,114,SWrad,22.8,24.8974325842403,292.48211669921875,287.8659461841249,2,3,299.5047619047619,310.0
12,105,WOA_TEMP_K,21.0,1.7285501314180756,14.451684570312523,14.233433314732164,2,3,299.5047619047619,310.0
9,143,Depth_GEBCO,28.599999999999998,108.08681933581796,-100.5,-127.99300699300699,2,3,299.5047619047619,310.0
10,138,WOA_Salinity,27.6,4.5557224679052855,33.638145446777344,31.94606112051701,2,3,299.5047619047619,310.0
13,311,WOA_TEMP_K,62.2,2.6356368653820095,4.404748535156273,4.949893257165669,2,4,36.5,19.5
14,116,Depth_GEBCO,23.200000000000003,781.3562283281719,-100.5,-635.8362068965517,2,4,36.5,19.5
15,51,WOA_Salinity,10.2,4.963443419346936,32.621612548828125,31.934434460658654,2,4,36.5,19.5
16,22,SWrad,4.3999999999999995,41.40689944530963,169.60134887695312,168.63458772139117,2,4,36.5,19.5
17,306,Depth_GEBCO,61.199999999999996,1066.942733616825,-1883.5,-1494.6274509803923,2,5,196.20833333333334,214.0
18,137,WOA_TEMP_K,27.400000000000002,2.1687344488594933,21.417382812500023,22.1040481456005,2,5,196.20833333333334,214.0
19,33,SWrad,6.6000000000000005,70.72530671789104,252.10812377929688,232.11270927660394,2,5,196.20833333333334,214.0
20,24,WOA_Salinity,4.8,1.3359516143792882,36.16901397705078,35.790502389272056,2,5,196.20833333333334,214.0
24,87,WOA_TEMP_K,17.4,2.410324735720833,24.821313476562523,24.25621983319865,2,6,142.70114942528735,160.0
21,149,Depth_GEBCO,29.799999999999997,2245.981187358612,-3716.5,-2393.681208053691,2,6,142.70114942528735,160.0
22,137,WOA_Salinity,27.400000000000002,1.034762881454256,35.6026496887207,35.584790668348326,2,6,142.70114942528735,160.0
23,127,SWrad,25.4,37.352558606691176,295.11236572265625,273.08887031134657,2,6,142.70114942528735,160.0
27,87,Depth_GEBCO,17.4,373.3972564083601,-100.5,-190.47701149425288,3,7,171.88732394366198,222.0
28,71,WOA_TEMP_K,14.2,4.553360162177654,14.507287597656273,12.79013396786974,3,7,171.88732394366198,222.0
25,201,WOA_Salinity,40.2,3.0940211641370423,33.86833953857422,33.49737689269716,3,7,171.88732394366198,222.0
26,141,SWrad,28.199999999999996,107.91950347351788,85.73198699951172,162.62266708265804,3,7,171.88732394366198,222.0
29,207,Depth_GEBCO,41.4,1529.0026883531116,-2.0,-809.2053140096618,3,8,152.625,171.0
30,190,WOA_TEMP_K,38.0,4.669667101421856,6.645349121093773,8.57574221962379,3,8,152.625,171.0
31,71,WOA_Salinity,14.2,5.661562020571404,33.89661407470703,32.35783268028582,3,8,152.625,171.0
32,32,SWrad,6.4,51.626077089239956,288.69146728515625,259.7931251525879,3,8,152.625,171.0
33,195,WOA_Salinity,39.0,4.464799955601117,32.22864532470703,30.509100067921175,3,9,15.901408450704226,3.0
34,124,WOA_TEMP_K,24.8,5.338623609624074,3.2142730712890852,4.614992498582432,3,9,15.901408450704226,3.0
35,110,SWrad,22.0,56.21689581530407,170.20423889160156,179.61819464943625,3,9,15.901408450704226,3.0
36,71,Depth_GEBCO,14.2,539.608791241871,-5.0,-123.78873239436619,3,9,15.901408450704226,3.0
37,203,Depth_GEBCO,40.6,466.3873861495619,-15.5,-116.25615763546799,3,10,30.772727272727273,17.5
38,132,WOA_TEMP_K,26.400000000000002,5.083246641615597,5.620446777343773,7.628308521617566,3,10,30.772727272727273,17.5
39,99,WOA_Salinity,19.8,1.208091574502503,32.69860076904297,33.41535934294113,3,10,30.772727272727273,17.5
40,66,SWrad,13.200000000000001,47.30960777793078,179.94192504882812,184.7259882146662,3,10,30.772727272727273,17.5
44,78,Depth_GEBCO,15.6,1995.2345830232696,-1832.25,-1956.9358974358975,3,11,78.25641025641026,50.0
43,116,WOA_Salinity,23.200000000000003,0.5968837144312114,35.541961669921875,35.69093299734181,3,11,78.25641025641026,50.0
42,120,SWrad,24.0,41.00554054849634,138.72418212890625,150.3675661087036,3,11,78.25641025641026,50.0
41,186,WOA_TEMP_K,37.2,2.6941362265562723,21.278131103515648,21.426408632339992,3,11,78.25641025641026,50.0
45,188,SWrad,37.6,34.46021885535188,243.8085174560547,248.82649758521546,3,12,84.18,67.5
46,177,Depth_GEBCO,35.4,1777.4997882349073,-125.0,-1161.268361581921,3,12,84.18,67.5
47,85,WOA_TEMP_K,17.0,4.529798873760498,22.072259521484398,22.934023150275753,3,12,84.18,67.5
48,50,WOA_Salinity,10.0,2.048199503468948,35.039093017578125,35.00675682067871,3,12,84.18,67.5
49,203,Depth_GEBCO,40.6,1828.9862003964913,-25.5,-998.3694581280788,3,13,117.6195652173913,142.0
50,110,WOA_TEMP_K,22.0,3.7092065769587728,25.563317871093773,24.367523193359393,3,13,117.6195652173913,142.0
51,95,SWrad,19.0,58.40990447254969,248.79466247558594,242.7607336747019,3,13,117.6195652173913,142.0
52,92,WOA_Salinity,18.4,1.5685772652359171,36.24230194091797,35.94707536697388,3,13,117.6195652173913,142.0
56,81,SWrad,16.2,55.43613965741222,276.403564453125,245.5087982931255,3,14,69.09876543209876,29.0
53,182,Depth_GEBCO,36.4,2017.027615016823,-3875.5,-2891.739010989011,3,14,69.09876543209876,29.0
54,122,WOA_Salinity,24.4,2.050523262382103,36.35796356201172,35.788720803182635,3,14,69.09876543209876,29.0
55,115,WOA_TEMP_K,23.0,2.8424733354122416,25.552880859375023,24.35279832922896,3,14,69.09876543209876,29.0
59,84,Depth_GEBCO,16.8,913.7472606429379,-100.5,-499.13690476190476,3,15,84.84615384615384,26.0
60,65,WOA_TEMP_K,13.0,5.8483447375531155,4.428643798828148,8.348918269230792,3,15,84.84615384615384,26.0
57,198,SWrad,39.6,80.55437279787165,68.40303039550781,96.10271286241937,3,15,84.84615384615384,26.0
58,153,WOA_Salinity,30.599999999999998,5.256904524657519,33.866188049316406,32.52126681259255,3,15,84.84615384615384,26.0
61,191,Depth_GEBCO,38.2,1956.585037552951,-100.5,-1085.0366492146597,4,16,89.73529411764706,70.0
62,162,WOA_TEMP_K,32.4,4.295426170083514,10.812249755859398,10.13528698579767,4,16,89.73529411764706,70.0
63,79,WOA_Salinity,15.8,1.523653430862518,33.86833953857422,33.84315616269655,4,16,89.73529411764706,70.0
64,68,SWrad,13.600000000000001,92.11930201271176,197.35769653320312,190.01709954878862,4,16,89.73529411764706,70.0
65,201,Depth_GEBCO,40.2,1441.3759045384656,-2.0,-565.7039800995025,4,17,80.34210526315789,48.0
66,115,WOA_Salinity,23.0,3.7694967172933147,33.3662109375,32.84911356386931,4,17,80.34210526315789,48.0
67,108,SWrad,21.6,58.56168508829435,173.41671752929688,181.32032376748543,4,17,80.34210526315789,48.0
68,76,WOA_TEMP_K,15.2,6.875075228490317,10.77393493652346,9.493915276778395,4,17,80.34210526315789,48.0
69,242,Depth_GEBCO,48.4,1273.3603380004606,-2.0,-508.8512396694215,4,18,29.84931506849315,31.0
70,94,WOA_TEMP_K,18.8,5.024718823448012,13.597467041015648,11.629912745698984,4,18,29.84931506849315,31.0
71,91,WOA_Salinity,18.2,1.5542997920600898,34.787689208984375,34.18130264701424,4,18,29.84931506849315,31.0
72,73,SWrad,14.6,76.9998985244672,196.37701416015625,167.670098500709,4,18,29.84931506849315,31.0
76,80,WOA_TEMP_K,16.0,6.0376032435347735,1.8489624023437727,4.196897125244163,4,19,34.3375,9.5
75,84,SWrad,16.8,71.37550289002272,164.30957794189453,162.97967051608222,4,19,34.3375,9.5
73,209,Depth_GEBCO,41.8,983.3555680090652,-2.0,-303.76555023923447,4,19,34.3375,9.5
74,127,WOA_Salinity,25.4,5.7761235829159965,32.84284973144531,30.19852094575176,4,19,34.3375,9.5
77,174,Depth_GEBCO,34.8,685.1976255752403,-2.0,-154.49425287356323,4,20,34.3013698630137,18.0
78,155,WOA_Salinity,31.0,2.6525373370691687,33.3662109375,32.899324601696385,4,20,34.3013698630137,18.0
79,98,WOA_TEMP_K,19.6,7.754256218247454,2.8070922851562727,6.662855000398619,4,20,34.3013698630137,18.0
80,73,SWrad,14.6,48.89741283667134,198.16604614257812,206.9853529211593,4,20,34.3013698630137,18.0
81,139,WOA_Salinity,27.800000000000004,2.800826707382184,33.651336669921875,32.90902770337441,4,21,14.152542372881356,2.0
82,123,SWrad,24.6,72.52485036407332,169.60134887695312,133.38022145217028,4,21,14.152542372881356,2.0
83,120,WOA_TEMP_K,24.0,5.085501439651239,6.645349121093773,9.066469828287783,4,21,14.152542372881356,2.0
84,118,Depth_GEBCO,23.599999999999998,111.63082866894247,-5.0,-38.28813559322034,4,21,14.152542372881356,2.0
85,153,SWrad,30.599999999999998,54.81220991647285,169.60134887695312,155.91282883189083,4,22,17.97872340425532,8.5
86,150,Depth_GEBCO,30.0,417.7398321311882,-6.5,-71.91,4,22,17.97872340425532,8.5
87,103,WOA_Salinity,20.599999999999998,1.2720923382931157,34.76761245727539,34.18206798220144,4,22,17.97872340425532,8.5
88,94,WOA_TEMP_K,18.8,5.279099791772902,13.984399414062523,11.954855476541738,4,22,17.97872340425532,8.5
92,83,WOA_TEMP_K,16.6,3.3943133695428394,19.773950195312523,20.670093729409846,4,23,42.91566265060241,29.0
91,116,SWrad,23.200000000000003,45.01129349612819,138.72418212890625,155.98491057034195,4,23,42.91566265060241,29.0
90,142,Depth_GEBCO,28.4,2073.8204780277883,-2536.25,-2374.5281690140846,4,23,42.91566265060241,29.0
89,159,WOA_Salinity,31.8,0.8171450303510444,35.577049255371094,35.843313181175375,4,23,42.91566265060241,29.0
93,160,SWrad,32.0,55.83698540401215,237.5895233154297,212.01312742233276,4,24,50.316326530612244,38.0
94,122,WOA_Salinity,24.4,1.3635907134791339,36.66242599487305,36.189445573775494,4,24,50.316326530612244,38.0
95,120,Depth_GEBCO,24.0,1953.5203236290972,-965.25,-1823.775,4,24,50.316326530612244,38.0
96,98,WOA_TEMP_K,19.6,3.5335405055855107,20.465142822265648,21.208856823979612,4,24,50.316326530612244,38.0
97,159,Depth_GEBCO,31.8,1691.7255138569424,-30.0,-932.2264150943396,4,25,44.857142857142854,40.5
98,145,WOA_TEMP_K,28.999999999999996,4.344301697256747,19.618920898437523,21.724036065463384,4,25,44.857142857142854,40.5
99,112,WOA_Salinity,22.400000000000002,1.8354389452540163,34.9317512512207,34.520839657102314,4,25,44.857142857142854,40.5
100,84,SWrad,16.8,49.85207683868612,212.32393646240234,204.53004809788294,4,25,44.857142857142854,40.5
104,102,SWrad,20.4,38.34515694417412,260.427490234375,251.46050771077475,4,26,28.372549019607842,14.0
101,150,Depth_GEBCO,30.0,2004.0165596784186,-168.75,-1446.5966666666666,4,26,28.372549019607842,14.0
102,133,WOA_TEMP_K,26.6,3.702602783381742,19.385888671875023,20.735801157556995,4,26,28.372549019607842,14.0
103,115,WOA_Salinity,23.0,2.7360173119664886,35.34404373168945,34.92336533587912,4,26,28.372549019607842,14.0
108,113,WOA_Salinity,22.6,1.4827126906288495,35.435752868652344,35.2696821162131,4,27,79.97345132743362,45.0
107,115,WOA_TEMP_K,23.0,3.7370758022329125,25.132836914062523,24.942273214589015,4,27,79.97345132743362,45.0
106,125,SWrad,25.0,59.917046425314474,228.66195678710938,228.34055078125,4,27,79.97345132743362,45.0
105,147,Depth_GEBCO,29.4,2446.3730688634523,-261.5,-2213.816326530612,4,27,79.97345132743362,45.0
109,195,Depth_GEBCO,39.0,2177.9852304358787,-25.5,-1671.9692307692308,4,28,25.85185185185185,16.0
