,# of trees,feature,%,std,median,mean,depth,node #,# samples (mean),# samples (median)
0,500,WOA_TEMP_K,100.0,1.9545054924777516,17.417398071289085,17.36312127685549,0,0,643.098,643.0
1,359,WOA_Nitrate,71.8,0.6744062755028158,7.708664417266846,7.892492141688766,1,1,379.34615384615387,393.0
2,115,WOA_Salinity,23.0,1.3688419415662776,32.167152404785156,32.942687457540764,1,1,379.34615384615387,393.0
3,26,WOA_TEMP_K,5.2,0.19639487030200872,14.450769042968773,14.454775061974182,1,1,379.34615384615387,393.0
4,338,WOA_TEMP_K,67.60000000000001,1.4257252078697267,22.898156738281273,22.442006796210496,1,2,257.4561403508772,244.0
5,105,WOA_Nitrate,21.0,1.8021898201706243,5.9220428466796875,4.931513044468704,1,2,257.4561403508772,244.0
6,57,WOA_Salinity,11.4,0.5252288438930928,35.68980407714844,35.99810871325041,1,2,257.4561403508772,244.0
8,97,WOA_Nitrate,19.400000000000002,3.9254611915365705,0.22501647472381592,3.822639582697878,2,3,104.125,104.5
9,40,WOA_TEMP_K,8.0,1.7822826843039308,6.432305908203148,6.808660125732445,2,3,104.125,104.5
7,363,WOA_Salinity,72.6,3.989505123703529,35.20250701904297,33.70603024926724,2,3,104.125,104.5
10,345,WOA_Salinity,69.0,0.37493063612057537,33.885887145996094,33.89016960254614,2,4,160.125,172.0
11,91,WOA_Nitrate,18.2,1.8092647052208957,7.642237663269043,7.227058353168624,2,4,160.125,172.0
12,64,WOA_TEMP_K,12.8,2.432612804225431,14.332788085937523,13.372118091583275,2,4,160.125,172.0
13,282,WOA_Nitrate,56.39999999999999,1.6240038057271389,5.94885778427124,5.258333621176739,2,5,138.66666666666666,138.0
14,137,WOA_TEMP_K,27.400000000000002,2.5630763845711684,21.226800537109398,21.516889719719455,2,5,138.66666666666666,138.0
15,81,WOA_Salinity,16.2,10.546858973554846,35.38909149169922,31.678719744270232,2,5,138.66666666666666,138.0
18,93,WOA_Nitrate,18.6,2.429067548399425,2.304271697998047,2.2307410265409175,2,6,155.49462365591398,189.0
16,284,WOA_Salinity,56.8,0.4187666111802097,35.608604431152344,35.69920515678298,2,6,155.49462365591398,189.0
17,123,WOA_TEMP_K,24.6,3.4095005129409577,21.780053710937523,22.336674238995826,2,6,155.49462365591398,189.0
20,172,WOA_TEMP_K,34.4,4.709783171794499,5.972100830078148,8.758284741778729,3,7,51.666666666666664,54.5
21,156,WOA_Salinity,31.2,8.75514907840243,31.74392032623291,27.10707337428362,3,7,51.666666666666664,54.5
19,172,WOA_Nitrate,34.4,3.4296795347404228,6.428494930267334,4.1290992120670715,3,7,51.666666666666664,54.5
22,218,WOA_Salinity,43.6,9.17202011996426,35.23400115966797,31.09730038949109,3,8,52.848101265822784,34.0
23,203,WOA_TEMP_K,40.6,2.757943874496778,14.507287597656273,14.459124996392031,3,8,52.848101265822784,34.0
24,79,WOA_Nitrate,15.8,2.893940856490883,2.9008095264434814,3.224756525853012,3,8,52.848101265822784,34.0
25,323,WOA_Salinity,64.60000000000001,4.0494966848999,33.88290023803711,33.54214388962501,3,9,89.1470588235294,80.5
26,109,WOA_Nitrate,21.8,8.572984772487592,14.1372652053833,16.06517270084368,3,9,89.1470588235294,80.5
27,68,WOA_TEMP_K,13.600000000000001,4.204419701828033,6.845635986328148,6.759260469324471,3,9,89.1470588235294,80.5
30,81,WOA_Nitrate,16.2,9.591817981027436,8.590429306030273,12.644925900631481,3,10,75.44444444444444,89.0
28,295,WOA_TEMP_K,59.0,4.514527890761324,13.045495605468773,11.787819348351453,3,10,75.44444444444444,89.0
29,124,WOA_Salinity,24.8,9.496581254180969,33.885887145996094,31.694402233246834,3,10,75.44444444444444,89.0
33,64,WOA_Nitrate,12.8,2.5731196790426814,0.14443935453891754,1.7900054556084797,3,11,85.890625,73.0
32,152,WOA_TEMP_K,30.4,3.2294632485985644,19.318811035156273,19.77540700812091,3,11,85.890625,73.0
31,284,WOA_Salinity,56.8,10.05915937971866,35.05754852294922,32.13865191499952,3,11,85.890625,73.0
34,221,WOA_Salinity,44.2,7.434349976448325,35.19770050048828,33.74253978988164,3,12,113.75,113.0
35,171,WOA_TEMP_K,34.2,3.2214979530716246,19.325189208984398,20.51292763871758,3,12,113.75,113.0
36,108,WOA_Nitrate,21.6,3.0678370088838287,5.111309766769409,4.255628430896818,3,12,113.75,113.0
39,158,WOA_Salinity,31.6,7.324636200335784,35.0843505859375,33.58035889154748,3,13,87.5632911392405,76.0
37,173,WOA_Nitrate,34.599999999999994,1.9742901529974985,0.11077664792537689,0.9528507355794397,3,13,87.5632911392405,76.0
38,169,WOA_TEMP_K,33.800000000000004,4.087199617839906,26.193322753906273,24.369684740777572,3,13,87.5632911392405,76.0
41,131,WOA_Nitrate,26.200000000000003,2.2647320480676725,2.3046343326568604,2.6413335419181765,3,14,59.11450381679389,64.0
42,131,WOA_TEMP_K,26.200000000000003,2.686745039900447,26.330346679687523,25.04744313946209,3,14,59.11450381679389,64.0
40,238,WOA_Salinity,47.599999999999994,10.851685193685576,36.03824234008789,32.75567349666307,3,14,59.11450381679389,64.0
44,120,WOA_Nitrate,24.0,2.3863915128925,0.9471665024757385,1.9568573301037153,3,15,21.25,7.0
45,104,WOA_TEMP_K,20.8,4.529381851959668,6.411462402343773,8.118836094782925,3,15,21.25,7.0
43,276,WOA_Salinity,55.2,13.269940416042619,17.60360336303711,15.597240002258964,3,15,21.25,7.0
46,193,WOA_Salinity,38.6,15.495890336088655,32.69860076904297,23.729535488267018,4,16,41.20740740740741,41.0
47,172,WOA_TEMP_K,34.4,4.849182931140669,7.216119384765648,9.408988349382291,4,16,41.20740740740741,41.0
48,135,WOA_Nitrate,27.0,2.892377747628462,1.5049936771392822,3.2291950989652562,4,16,41.20740740740741,41.0
49,185,WOA_TEMP_K,37.0,3.425188901103235,11.213006591796898,11.89727568755281,4,17,48.63057324840764,47.0
50,158,WOA_Salinity,31.6,15.916211284623357,33.88469696044922,24.33879580678819,4,17,48.63057324840764,47.0
51,157,WOA_Nitrate,31.4,5.324070563495095,1.1971644163131714,3.530895020836478,4,17,48.63057324840764,47.0
52,230,WOA_TEMP_K,46.0,3.1234221486374287,14.507287597656273,14.224518883746622,4,18,32.69444444444444,31.0
53,162,WOA_Salinity,32.4,15.912300649428648,35.3184700012207,25.983241669925643,4,18,32.69444444444444,31.0
54,108,WOA_Nitrate,21.6,5.845735137182782,1.1481112241744995,3.5494518563565283,4,18,32.69444444444444,31.0
57,122,WOA_TEMP_K,24.4,4.863359459281122,5.267633056640648,5.758393484647179,4,19,55.950819672131146,74.0
56,168,WOA_Nitrate,33.6,8.325079463767173,14.1372652053833,15.919548314064741,4,19,55.950819672131146,74.0
55,210,WOA_Salinity,42.0,9.20045908286285,33.45775604248047,30.726912698291596,4,19,55.950819672131146,74.0
58,273,WOA_Salinity,54.6,17.738464260795613,-2.0,12.177853580796238,4,20,59.58878504672897,65.0
59,120,WOA_Nitrate,24.0,9.153209083623672,21.947023391723633,18.740186314781507,4,20,59.58878504672897,65.0
60,107,WOA_TEMP_K,21.4,6.20024775659625,11.473748779296898,9.86844915942613,4,20,59.58878504672897,65.0
61,189,WOA_Salinity,37.8,15.343145447197806,33.88469696044922,26.168041491634632,4,21,73.0979020979021,84.0
62,168,WOA_TEMP_K,33.6,5.8877674418154,1.0644165039062727,4.180278669084844,4,21,73.0979020979021,84.0
63,143,WOA_Nitrate,28.599999999999998,9.737385566625953,23.736576080322266,17.719687039410317,4,21,73.0979020979021,84.0
64,257,WOA_Salinity,51.4,17.86778652951932,-2.0,12.228826352130579,4,22,38.957142857142856,21.5
65,173,WOA_TEMP_K,34.599999999999994,5.784917087697177,13.570153808593773,10.869006277095398,4,22,38.957142857142856,21.5
66,70,WOA_Nitrate,14.000000000000002,9.608848893283884,8.474184036254883,13.314846979294504,4,22,38.957142857142856,21.5
69,93,WOA_TEMP_K,18.6,3.964618900359754,18.900903320312523,20.119442978725655,4,23,62.72043010752688,60.0
67,254,WOA_Salinity,50.8,16.962961545355345,35.69330596923828,25.037636952137383,4,23,62.72043010752688,60.0
68,153,WOA_Nitrate,30.599999999999998,0.9960737229842692,0.12081314623355865,0.413154356461627,4,23,62.72043010752688,60.0
70,223,WOA_TEMP_K,44.6,2.4453566458005076,20.360009765625023,20.35172704859167,4,24,49.75257731958763,24.0
71,180,WOA_Salinity,36.0,15.202144905337283,36.603450775146484,28.018131563398573,4,24,49.75257731958763,24.0
72,97,WOA_Nitrate,19.400000000000002,2.002552956295103,0.26122182607650757,1.2831103324448478,4,24,49.75257731958763,24.0
73,205,WOA_TEMP_K,41.0,4.312046414428911,19.041986083984398,20.571413663538507,4,25,65.6826923076923,30.5
74,191,WOA_Salinity,38.2,17.406323947017782,34.999900817871094,23.58965844758518,4,25,65.6826923076923,30.5
75,104,WOA_Nitrate,20.8,3.2594580520521164,0.2589055895805359,2.719047463351252,4,25,65.6826923076923,30.5
78,94,WOA_Nitrate,18.8,3.0745665312510706,6.236342191696167,4.708017451535079,4,26,33.265957446808514,5.0
76,263,WOA_Salinity,52.6,18.357572397324663,35.195960998535156,21.568013281876595,4,26,33.265957446808514,5.0
77,143,WOA_TEMP_K,28.599999999999998,3.333685645647137,20.031701660156273,21.304206773451174,4,26,33.265957446808514,5.0
79,200,WOA_Salinity,40.0,15.379696513849733,34.930702209472656,27.261098117828368,4,27,68.55319148936171,67.0
80,159,WOA_TEMP_K,31.8,3.501731069161957,25.896203613281273,24.815276178324016,4,27,68.55319148936171,67.0
81,141,WOA_Nitrate,28.199999999999996,1.9150722383942074,0.12880146503448486,0.7880440430306163,4,27,68.55319148936171,67.0
82,248,WOA_Salinity,49.6,16.86813519561181,34.090843200683594,24.002599193203835,4,28,53.577586206896555,52.0
83,136,WOA_Nitrate,27.200000000000003,2.545348305534161,0.20743198692798615,1.7448175174307408,4,28,53.577586206896555,52.0
84,116,WOA_TEMP_K,23.200000000000003,3.1628028462197664,26.599099731445335,25.8427523382779,4,28,53.577586206896555,52.0
86,143,WOA_TEMP_K,28.599999999999998,2.4603124516176407,26.398583984375023,25.53650166971702,4,29,43.12056737588652,46.0
85,216,WOA_Salinity,43.2,18.387613226472364,35.613914489746094,22.13420504110831,4,29,43.12056737588652,46.0
87,141,WOA_Nitrate,28.199999999999996,1.9945583425824935,0.8276671171188354,1.7423258958225871,4,29,43.12056737588652,46.0
89,142,WOA_Nitrate,28.4,2.250963487018016,1.9682056903839111,2.0987657665891546,4,30,17.157894736842106,9.5
88,244,WOA_Salinity,48.8,17.805416043029474,35.80918884277344,24.15873393074411,4,30,17.157894736842106,9.5
90,114,WOA_TEMP_K,22.8,2.066823708069119,24.155297851562523,24.678235559296212,4,30,17.157894736842106,9.5
