,# of trees,feature,%,std,median,mean,depth,node #,# samples (mean),# samples (median)
0,500,WOA_TEMP_K,100.0,1.9545054924777516,17.417398071289085,17.36312127685549,0,0,643.098,643.0
1,349,Depth_GEBCO,69.8,37.23931191817481,-36.5,-64.83667621776505,1,1,388.1666666666667,396.0
2,104,WOA_Nitrate,20.8,0.8437320469903123,8.160730361938477,7.923249150912922,1,1,388.1666666666667,396.0
3,29,WOA_Salinity,5.800000000000001,0.591234639558129,32.167152404785156,32.22106802052465,1,1,388.1666666666667,396.0
4,18,WOA_TEMP_K,3.5999999999999996,0.22747582138452072,14.450769042968773,14.479999796549501,1,1,388.1666666666667,396.0
5,270,WOA_TEMP_K,54.0,1.457995697830401,22.898156738281273,22.43980950249568,1,2,258.325,244.0
6,106,Depth_GEBCO,21.2,1809.2642822096514,-2017.0,-2159.6084905660377,1,2,258.325,244.0
7,84,WOA_Nitrate,16.8,1.8036585608596285,5.9220428466796875,4.921645895467096,1,2,258.325,244.0
8,40,WOA_Salinity,8.0,0.5078487130061239,35.62043762207031,35.928295612335205,1,2,258.325,244.0
11,80,Depth_GEBCO,16.0,277.7155274754175,-101.0,-178.41875,2,3,244.74074074074073,236.5
12,54,WOA_TEMP_K,10.8,3.318547365661823,14.507287597656273,13.20848829481339,2,3,244.74074074074073,236.5
9,224,WOA_Salinity,44.800000000000004,2.243781122374668,33.885887145996094,33.81589138507843,2,3,244.74074074074073,236.5
10,142,WOA_Nitrate,28.4,2.739887371167042,7.708664417266846,6.840369678614005,2,3,244.74074074074073,236.5
13,185,WOA_Nitrate,37.0,4.496194627228076,1.3956356048583984,4.448514980319384,2,4,180.61111111111111,138.5
14,162,WOA_TEMP_K,32.4,3.1028009537679373,4.404748535156273,5.449271232699194,2,4,180.61111111111111,138.5
15,117,WOA_Salinity,23.400000000000002,2.63531760505991,33.885887145996094,33.47663061027853,2,4,180.61111111111111,138.5
16,36,Depth_GEBCO,7.199999999999999,743.9429941678518,-100.5,-580.5833333333334,2,4,180.61111111111111,138.5
17,171,WOA_TEMP_K,34.2,1.6109060336803875,21.282861328125023,21.972422246207987,2,5,117.84375,134.0
18,154,WOA_Nitrate,30.8,1.5461130532135645,6.011045932769775,5.226999658800952,2,5,117.84375,134.0
19,143,Depth_GEBCO,28.599999999999998,1200.7325516401663,-1591.0,-1421.3391608391607,2,5,117.84375,134.0
20,32,WOA_Salinity,6.4,15.772731356688945,35.46469306945801,27.26308763027191,2,5,117.84375,134.0
24,88,WOA_Nitrate,17.599999999999998,2.2104982486302007,2.4695305824279785,3.0156798471104014,2,6,168.01136363636363,184.5
21,166,WOA_Salinity,33.2,1.1029464120875025,35.589487075805664,35.5444462328072,2,6,168.01136363636363,184.5
22,131,Depth_GEBCO,26.200000000000003,2037.8743797855304,-261.5,-1723.1335877862596,2,6,168.01136363636363,184.5
23,115,WOA_TEMP_K,23.0,3.063037305018965,23.301232910156273,22.78861614724866,2,6,168.01136363636363,184.5
27,96,WOA_TEMP_K,19.2,5.272629480187996,5.963311767578148,9.178812917073591,3,7,121.70588235294117,118.0
28,34,Depth_GEBCO,6.800000000000001,764.5978945074365,-116.25,-455.11764705882354,3,7,121.70588235294117,118.0
25,203,WOA_Salinity,40.6,7.457125211718785,34.07060241699219,32.30425773113232,3,7,121.70588235294117,118.0
26,167,WOA_Nitrate,33.4,4.195957639132526,7.855966091156006,6.714095405475822,3,7,121.70588235294117,118.0
29,158,WOA_Salinity,31.6,5.7094610655786715,33.87974739074707,32.267862018150616,3,8,110.48648648648648,88.0
30,119,Depth_GEBCO,23.799999999999997,2065.628731164807,-136.0,-1500.079831932773,3,8,110.48648648648648,88.0
31,112,WOA_Nitrate,22.400000000000002,3.6465365688743603,7.597768306732178,6.845194653142244,3,8,110.48648648648648,88.0
32,111,WOA_TEMP_K,22.2,4.4164712162779525,14.397790527343773,12.704320079356716,3,8,110.48648648648648,88.0
33,255,WOA_Salinity,51.0,14.731236138056381,32.41508865356445,24.29390340318867,3,9,46.65573770491803,37.0
34,93,WOA_TEMP_K,18.6,6.049895211875433,5.678369140625023,7.005504780430971,3,9,46.65573770491803,37.0
35,91,WOA_Nitrate,18.2,7.36135379375766,13.255859375,10.132997318447291,3,9,46.65573770491803,37.0
36,61,Depth_GEBCO,12.2,886.4069766640426,-15.5,-238.38524590163934,3,9,46.65573770491803,37.0
37,183,WOA_TEMP_K,36.6,4.7931902532584685,5.620446777343773,7.189587268933596,3,10,43.36585365853659,35.0
38,118,WOA_Salinity,23.599999999999998,10.806192324277935,33.3662109375,29.48829736547955,3,10,43.36585365853659,35.0
39,117,Depth_GEBCO,23.400000000000002,2264.362425228484,-22.5,-1367.034188034188,3,10,43.36585365853659,35.0
40,82,WOA_Nitrate,16.400000000000002,6.763743772671039,7.848719120025635,8.245610731767446,3,10,43.36585365853659,35.0
44,47,WOA_Salinity,9.4,16.519175438161025,35.14925003051758,25.84985367795254,3,11,55.95744680851064,40.0
43,103,WOA_TEMP_K,20.599999999999998,3.4562016487760556,21.209893798828148,21.276577077328596,3,11,55.95744680851064,40.0
42,149,WOA_Nitrate,29.799999999999997,2.1286070107287056,4.960737228393555,4.127410089625233,3,11,55.95744680851064,40.0
41,201,Depth_GEBCO,40.2,1309.1859745829759,-824.5,-1248.858208955224,3,11,55.95744680851064,40.0
45,148,WOA_Nitrate,29.599999999999998,2.674905384159172,2.434494137763977,3.450371587258839,3,12,45.56470588235294,9.0
46,137,Depth_GEBCO,27.400000000000002,1816.3633683236105,-607.5,-1638.6605839416059,3,12,45.56470588235294,9.0
47,130,WOA_Salinity,26.0,10.848240613842178,35.19770050048828,31.77089334634634,3,12,45.56470588235294,9.0
48,85,WOA_TEMP_K,17.0,4.167336540594119,19.464593505859398,22.0697728774127,3,12,45.56470588235294,9.0
49,177,Depth_GEBCO,35.4,2005.7171652654115,-28.0,-1394.1977401129943,3,13,85.21,58.5
50,120,WOA_Nitrate,24.0,2.397273503152798,0.2569921016693115,2.0219462437865636,3,13,85.21,58.5
51,103,WOA_TEMP_K,20.599999999999998,4.030676245453371,25.259484863281273,23.925445082581174,3,13,85.21,58.5
52,100,WOA_Salinity,20.0,12.28065651584817,35.09723663330078,30.874045848846436,3,13,85.21,58.5
56,105,WOA_Nitrate,21.0,2.6215701896781134,2.3046343326568604,2.870850224908264,3,14,65.94285714285714,69.0
53,156,WOA_Salinity,31.2,10.580339189513165,35.613914489746094,32.371188872899765,3,14,65.94285714285714,69.0
54,125,Depth_GEBCO,25.0,1973.9002206455414,-2540.0,-2278.328,3,14,65.94285714285714,69.0
55,114,WOA_TEMP_K,22.8,3.098055397257998,25.228875732421898,23.98358373809281,3,14,65.94285714285714,69.0
59,131,WOA_Salinity,26.200000000000003,15.85740903490057,33.38494873046875,22.315369118260975,3,15,23.108695652173914,6.5
60,92,Depth_GEBCO,18.4,1070.6340766931253,-495.0,-987.7771739130435,3,15,23.108695652173914,6.5
57,145,WOA_Nitrate,28.999999999999996,5.460853002314889,7.549012660980225,7.083650060357718,3,15,23.108695652173914,6.5
58,132,WOA_TEMP_K,26.400000000000002,4.0618204237772435,5.938378906250023,7.352063404430066,3,15,23.108695652173914,6.5
61,150,Depth_GEBCO,30.0,1629.9632391237708,-138.25,-934.4866666666667,4,16,66.98837209302326,59.0
62,143,WOA_Salinity,28.599999999999998,15.43547575082109,33.86419677734375,24.542642059859695,4,16,66.98837209302326,59.0
63,121,WOA_TEMP_K,24.2,5.520922580520986,14.332788085937523,11.448411875322853,4,16,66.98837209302326,59.0
64,86,WOA_Nitrate,17.2,6.979122689522851,6.910524368286133,8.420547541923995,4,16,66.98837209302326,59.0
65,213,WOA_Salinity,42.6,8.564888948394175,33.88469696044922,31.84061126082156,4,17,70.2063492063492,60.0
66,118,WOA_TEMP_K,23.599999999999998,5.273419598821831,13.340081787109398,11.238396182302719,4,17,70.2063492063492,60.0
67,106,WOA_Nitrate,21.2,9.637860691797268,7.6342644691467285,10.33632349243985,4,17,70.2063492063492,60.0
68,63,Depth_GEBCO,12.6,1951.9662281038475,-139.5,-1252.1825396825398,4,17,70.2063492063492,60.0
69,163,Depth_GEBCO,32.6,2521.255531241789,-4063.0,-2939.782208588957,4,18,65.8989898989899,81.0
70,127,WOA_Nitrate,25.4,7.379627376770156,6.011045932769775,7.634105544507973,4,18,65.8989898989899,81.0
71,111,WOA_Salinity,22.2,13.207829398373198,33.86279296875,28.02283089440148,4,18,65.8989898989899,81.0
72,99,WOA_TEMP_K,19.8,5.719896647750109,12.945092773437523,10.979859384864287,4,18,65.8989898989899,81.0
76,39,Depth_GEBCO,7.8,1174.3133489109707,-19.5,-370.52564102564105,4,19,12.41025641025641,7.0
75,93,WOA_Nitrate,18.6,8.76736115492081,10.75576400756836,11.910740893133866,4,19,12.41025641025641,7.0
73,273,WOA_Salinity,54.6,16.85125789989272,-2.0,13.957505687252505,4,19,12.41025641025641,7.0
